HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.review_id_0,Input.business_id_0,Input.text_0,Input.len_0,Input.label_0,Input.review_id_1,Input.business_id_1,Input.text_1,Input.len_1,Input.label_1,Input.review_id_2,Input.business_id_2,Input.text_2,Input.len_2,Input.label_2,Input.review_id_3,Input.business_id_3,Input.text_3,Input.len_3,Input.label_3,Input.review_id_4,Input.business_id_4,Input.text_4,Input.len_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
36U4VBVNQODTNQ5R47UH5L6ZJ72RUR,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:02+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:02+00:00,,,3K9FOBBF2HJ8BMOZSOQ0TY1TV4RLNJ,A1ENE99INLYD1G,Submitted,2020-11-09T15:53:50+00:00,2020-11-09T16:02:21+00:00,2020-11-16T16:02:21+00:00,,,,511,0% (0/0),0% (0/0),0% (0/0),ryotEyh9cCSHiluAuqY1eA,X3UyZfplYAXdSJpWPaxUIA,"Had their seafood pasta, it was pricey but it was really good and a BIG portion. Basically two meals in one. So I was pretty satisfied. <br/>Staff is very friendly and service is good! I came around the time they took their last calls for food and they were very accommodating to that.",53,Restaurant,agWOCqlcfvn2Adk5kNvi0w,Jt_tYqwOBGpI7JVYzxAyPg,Just had Mark come over and fix our laundry drain that was backing up.  Ended up being a ton of tree roots. He worked really hard and did an excellent job. He was very nice and professional would definitely recommend.,40,None,lsvogy_iM_X7ghD7nbB_3w,2RNrD93tdvv691deX3vpWQ,"Wonderful customer service from the kid at the counter. Very nice and enthusiastic. The pizza is bland - plain and simple. For the price, it's a great gut filler, so is a gas station hot dog. Not sure about the other stuff on the menu, because they identify as a pizza place, and can't get the basics right.",59,Restaurant,I_Uj0J2ySNaeve9t11xEUg,-tcJmqzfaeEnpFMAelB7bA,"everything was perfect, very friendly. We ordered the big plate serving 4 people include of 4 screws of 3 different kebobs. That was really fresh and delicious. If you r a fan of meditrainian, this place is located right in the middle of Tempe, downtown and the food is great!",50,Restaurant,YFSOqBEqzsEmDAN2jzKM3g,VmYjUCwOtFMZwyX_iwoEpA,"The burger itself is pretty bland and the fries are nothing special.  Considering how long it takes for your order to be ready, it is not worth the wait.  I'd consider this a very average, run of the mill burger joint.",42,Restaurant,,,2020-11-09T16:02:18.341Z,2020-11-09T16:02:09.117Z,2020-11-09T16:02:21.581Z,2020-11-09T16:02:15.653Z,2020-11-09T16:02:11.605Z,2020-11-09T15:53:50.955Z,Win32,en-US,Mon Nov 09 2020 10:53:50 GMT-0500 (Eastern Standard Time),2020-11-09T16:02:21.581Z,Restaurant,None,Restaurant,Restaurant,Restaurant,1,1,1,1,1,5
3VI0PC2ZAYKI7H76HKO0VX0Y22ZOX7,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:00+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:00+00:00,,,3JMSRU9HQIU7DLNGDTPNQK5M8ASEV6,ACJ6NSCIWMUZI,Submitted,2020-11-09T15:53:59+00:00,2020-11-09T15:54:25+00:00,2020-11-16T15:54:25+00:00,,,,26,0% (0/0),0% (0/0),0% (0/0),0fpXIuia8pBqiKyIo5Eiug,pYdPuxZ1xk1EO7_Hd7ex4A,"During recent construction a water issue arose.   The maintenance staff promptly came to save further damage.  Mitch from the office followed up a phone call.  Calmly state and problem, what you want to occur, and this place will respond!   Thanks",40,None,aXOZOmCNCbib2HTIw_wNQg,3nXGxofAcVvXi11mqnvyXQ,"This place rocks!  Whenever I am in Tempe, I make a point to stop by the Arizona Mills Mall Bath & Body!  You can't beat the great deals!  I spent less than $20 and purchased 5 shower gels and 1 body lotion!  I wish Tucson had a location with these great 50%-75% off deals!",55,None,xrGGwM3KdE80VJUSJa_7Vg,2tuBMS03CGYV82gH1oq-kw,What an amazing restaurant. This is one of the finest Indian restaurant I have seen. The ambiance is great. The food quality and selection is good. The only downside is that you are paying more to get this overall quality. But it was well worth it!,46,Restaurant,uAWBzlwqWaS-XGiji2NQ4w,-y8ISN5r7YiRZp7n7OHKTA,Showed the stylist that I wanted my hair a couple inches below my shoulders. It ended up a couple above. I legitimately said I hate how I look with short hair. Horrible haircut. It's been a couple months now & it's STILL not to the length I asked for. Never again.,52,None,wImzBbfwZWTzHAxrJ1vIUA,USninqjSauwQQ2T_FlkIMw,"Excellent food with exceptional flavor! The ambiance is peaceful. The waitstaff was <br/>good.  Sushi was above average! We will be back again and the Asian tacos were very good. Unlike anything I've had. Delicious! We ordered 13 rolls of sushi, soup, salad, tacos, appetizer, 2 drinks and had dessert for all under $100!!  We will return",57,Restaurant,,,2020-11-09T15:54:24.929Z,2020-11-09T15:54:20.655Z,2020-11-09T15:54:13.211Z,2020-11-09T15:54:16.359Z,2020-11-09T15:54:09.836Z,2020-11-09T15:54:01.429Z,Linux x86_64,en-US,Mon Nov 09 2020 09:54:01 GMT-0600 (Central Standard Time),2020-11-09T15:54:24.929Z,None,None,Restaurant,None,Restaurant,1,1,1,1,1,5
3QTFNPMJC6IPUR79HNC8DTG4KSSZN0,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:02+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:02+00:00,,,3KKG4CDWKIYROCDKLM8EPG4Y4UG49D,A1DMXEJGJY02E1,Submitted,2020-11-09T15:54:25+00:00,2020-11-09T15:55:58+00:00,2020-11-16T15:55:58+00:00,,,,93,0% (0/0),0% (0/0),0% (0/0),9Fd5IHT7XD-OTGDzTSLzBA,-llBUWeoMU2tOKZI2TAUyw,"I would definitely recommend C&D Painting.  Tom came out & quoted our job quickly and scheduled in a very timely manner. He is very up to date with trends and gave honest opinions. His employee, Carlos, was friendly, hard working and did an amazing job! I am very satisfied with the quality of work we got!",56,None,lAkzQndWMrVejR79-e9P6g,tADxMnahx6MyHeacttZRog,"These guys are top-notch! Great job at a great price. We have an old Benz that they keep in perfect driving order for us. Nice guys too, (Mike is wonderful) and they have rental car service at a discount. Highly recommend!",42,None,jcf-S6REHUXk42iIMr4S9A,X6kYXB-SDtvtKNOsura9gw,"Worst experience ever in a barbershop. Barber was rude, kept aggressively moving my head with his 2 hands. Guy looks on drugs, no social skill at all. Only accepts cash but have no change...shop is dirty and smells bad. Haircut was average at best. Never going back",48,None,Uq2Ym3CJaW7BTl8AxsBn2w,wA2xaBsT8d2opW_jYe1XLA,"We had the Italian sub and a calzone. While the latter was good, the former was a fucking dream. The rumors are true. The impeccable blend of crusty baked bread and Italian meats had me positively reeling. I will be back.",41,Restaurant,FoG1stt_R8TDC1FV6msilQ,YLwWi9r9S2LXzZlMG1O2FQ,"Even the guy that answers the phone is helpful and pleasant!  People must enjoy their jobs here because the employees all seem happy, helpful, and are willing to answer questions.  And the cashiers even know where to send you to find items you are looking for!  Nice!",47,None,,,2020-11-09T15:55:57.403Z,2020-11-09T15:55:52.347Z,2020-11-09T15:55:54.075Z,2020-11-09T15:55:55.651Z,2020-11-09T15:55:48.852Z,2020-11-09T15:54:33.172Z,Win32,en-US,Mon Nov 09 2020 10:54:33 GMT-0500 (Eastern Standard Time),2020-11-09T15:55:57.403Z,None,None,None,Restaurant,None,1,1,1,1,1,5
3SCKNODZ0XG6AH13YSKPM9N5AZFN7W,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:00+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:00+00:00,,,3YOH7BII097AZLFQ9F0QOFIRS8RKV1,AND1FYBQ3829O,Submitted,2020-11-09T16:05:07+00:00,2020-11-09T16:06:06+00:00,2020-11-16T16:06:06+00:00,,,,59,0% (0/0),0% (0/0),0% (0/0),UqZt0chGnmVmJXSmWE_O2Q,sPUY_tuCU3lSWBeiZxyJ2g,This is a great gym for the price! Since the remodel almost a year ago it is very spacious. Very nice equipment that is well maintained. They have a very nice sized free weight room and plenty of cardio equipment plus a lot things you won't find at other gyms. Just a real nice place for the money!,59,None,yzEzQj_rwMRvlUnkFDRFTA,Hm2xy2FzgXR8b67YRLpnGA,Lindsey did a hair color correction for me and it was perfection. Not only did the color look amazing but the cut is easy to work with and so stylish. I highly recommend her services! I am going to have her place extensions in next and I cannot wait. Truly talented and a pleasure to be around!,57,None,ACQ591Ugkz7oEt_6mCJIog,LFViRp88YeLIatzvwo_m-g,"So I saw on the news where an African American man was in the courtroom of the presiding judge and the judge ordered his mouth duck taped.  I wonder if the judge would have done the same to someone from Pepper Pike, Hunting Valley, etc.",45,None,I3Dg4izo5KBycIdbxRi1zw,h_CTVmgrnJdggumWd0wZPg,The store is new to Harrisburg and a welcome addition.  We decided to give them a try and glad we did.  Domino's pizza is so much better than it used to be.  We had a few mistakes when they first opened but they made them right.  Their specials and quick services can't be beat.,56,Restaurant,yu6UJ9KOoaFUJ2ZBQwj15g,vbSusVoxFlE58MTAUARV9g,"I would definetly recommend this store if you are looking for nice bridesmaid dresses and you are willing to spend $.  The dresses are on the expensive side, but they only do bridesmaid dresses so they have a ton of options.  The young women who work there are super friendly and make you feel right at home!",56,None,,,2020-11-09T16:05:52.929Z,2020-11-09T16:06:03.409Z,2020-11-09T16:06:06.086Z,2020-11-09T16:06:00.256Z,2020-11-09T16:05:55.728Z,2020-11-09T16:05:41.397Z,Win32,en-US,Tue Nov 10 2020 00:05:41 GMT+0800 (China Standard Time),2020-11-09T16:06:06.086Z,Restaurant,None,Restaurant,Restaurant,None,0,1,0,1,1,3
3IJ95K7NDXCP3AC4RVOJSM0Y92YNGZ,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:02+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:02+00:00,,,33NF62TLXJ218QFWSQM7LR7XXKHKJB,AND1FYBQ3829O,Submitted,2020-11-09T15:54:14+00:00,2020-11-09T15:57:33+00:00,2020-11-16T15:57:33+00:00,,,,199,0% (0/0),0% (0/0),0% (0/0),KXCRsLW_cJWUmLeGj6xUuA,aOH5sKoRtM1hUAwgI85Dfw,"Funny! I'm not an AZ customer, but a NC customer. I lived in AZ but never used a service. The CLT office has taken care of me. Thank you for your comments.  <br/><br/>Get some new accounting please..proof of customer of Top Turf.",44,None,PFCp2enJAb8uHSSr_WOLIA,GM2PPXZ54UN7nNcxWHK9vA,First and most likely last!<br/>Ordered the Beef Bento lunch special and let me start off by saying it tasted blend! The sushi rolls were pinch as well barely any shrimp was  in there. Only thing I enjoyed was the seaweed salad.,42,Restaurant,p4e9kmKqfoGn11wKKvU-Ew,W0pXumyES-Ug8ozl1oOyqw,Can I give like a no star?<br/><br/>Front desk is asshole. Collected one shitty face attitude in the morning. Just because I checked out 1 hour early before the shuttle arrives and waiting in the lobby room. Who the hell wanna wait in this shitty lobby room with a gross front desk ass.,53,None,r_IYEHRVvWZ08Rrz84yoeA,ItrhlF45YMDTk5PQ2XLb2g,Is place is Closed permanently it is closed no longer open not open anymore Is place is Closed permanently it is closed no longer open not open anymore Is place is Closed permanently it is closed no longer open not open anymore Is place is Closed permanently it is closed no longer open not open anymore,56,Restaurant,MvGJpRO8xMEUSBoZgdkEcg,2EwWz8YS70PfPfpiCQKu_A,Andrea and Jim were great. Between the two of them they made this very easy and affordable. I will call them again if I have any more issues and if an opportunity to recommend them comes up I would without a doubt.,42,None,,,2020-11-09T15:57:30.777Z,2020-11-09T15:57:33.696Z,2020-11-09T15:57:21.763Z,2020-11-09T15:57:27.685Z,2020-11-09T15:57:24.687Z,2020-11-09T15:57:17.458Z,Win32,en-US,Mon Nov 09 2020 23:57:17 GMT+0800 (China Standard Time),2020-11-09T15:57:33.696Z,None,Restaurant,Restaurant,Restaurant,None,1,1,0,1,1,4
3PEG1BH7AERS4NJQEW4PZJSXZU1KBA,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:00+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:00+00:00,,,3P529IW9KYLWNUBIU07NLTSKTD5FL6,A1ENE99INLYD1G,Submitted,2020-11-09T15:52:43+00:00,2020-11-09T15:58:16+00:00,2020-11-16T15:58:16+00:00,,,,333,0% (0/0),0% (0/0),0% (0/0),soTd4aOPbZV1xo0s7nZjLA,feLY43PD5077MLOuKw8UzQ,Fair and honest!  I bought my first shotgun from them and it could not of gone any better. The people who helped me were so friendly and helpful I was pleasantly surprised. I would for sure recommend Speedy Pawn and all for sure use them again.<br/>Thank you!,48,None,guvCbRDy7ld0845PDqkTCA,d0ofu934HpkhzIE-Z1xkQQ,"In a hunt to reward my sweet tooth, I ran across a new addition to downtown. We can never have too much coffee, but this new location also offers Macaroon's. They have a host of preprepared goodies. Can't wait to return for an iced latte.",47,Restaurant,tVcrMzLTrSoWAaErF8DSmg,j9mD5Eg36wX1ygH1_C4MyA,"Paradise greens apartments are infested with bed bugs! They use a cheap ass heat treatment company to ""clean"" the units but it doesn't work so the problem just spreads and grows. Unless they wake up and treat the whole complex the place needs to be bulldozed",47,None,8P-EkYIHdvDRj17bSdR34A,EDU_Zwd7ed_OWxWrGHO9QQ,Great food and excellent customer service. We had the chicken schnitzel and the grilled chicken.The grilled chicken was dry and the salad required more seasoning.They nailed the chicken schnitzel and thinly cut fries. We were also served complimentary appetizers and a hot turkish tea. Superb decor and great atmosphere.,51,Restaurant,u1UylT6HfNPNpkzAuCXI6A,desFvtCBYm3gpiiHlrFw4g,Recently moved to the area and saw the good reviews on yelp.  Boy are we glad that we went here.  20 wings and a medium pizza for 40 bucks equals a damn good dinner!  Would definitely go back.  I think they deliver too.,43,Restaurant,,,2020-11-09T15:58:10.806Z,2020-11-09T15:58:16.262Z,2020-11-09T15:58:07.358Z,2020-11-09T15:58:01.494Z,2020-11-09T15:58:04.886Z,2020-11-09T15:52:44.020Z,Win32,en-US,Mon Nov 09 2020 10:52:44 GMT-0500 (Eastern Standard Time),2020-11-09T15:58:16.262Z,None,Restaurant,None,Restaurant,Restaurant,1,1,1,1,1,5
36U4VBVNQODTNQ5R47UH5L6ZJ72URU,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:04+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:04+00:00,,,31T4R4OBOSGQ5X26Z4GCUIPG1HB7CJ,A1ND86ISBHSL77,Submitted,2020-11-09T16:03:20+00:00,2020-11-09T16:04:21+00:00,2020-11-16T16:04:21+00:00,,,,61,0% (0/0),0% (0/0),0% (0/0),8anqPvuu_mDwue_f9hfM2w,khb_lj7jgCzi3akuxMyEdg,Waited in line about 30 min and then ordered the beef hash. Waited another 20 min and it came out cold. It was very flavorful but also really small portion for the price. Waited another 20 min for our coffees.<br/><br/>This place seems like it could be really good but has some kinks to work out.,56,Restaurant,OugamWXS5PhyJiHEoAROsQ,jmVkdK74daUoD2_kfsCTyw,"Nothing exciting.. biscuits were good, mashed was good, salmon lacked flavor. Ordered broccoli got green beans. Lunch was like 60$ so WAY over priced. Sandi our server was that kind of snarky server that borders rude but hasn't crossed that line yet. Also the toilet paper was in the wrong direction",52,Restaurant,gikOWU4Wvt7fMH21KxbpYw,34OwRFftkT7t3iBquazJcg,Checked out this place as it was close to work. I was pleasantly surprised! The interior is not very impressive but the food and service were both fantastic. Their rolls were fresh and food quality was great. Would recommend their torched rolls!,42,Restaurant,0DQ3IVzzrPyWIymb2QPgJw,_3ZhVR4LTOxH9ZOHN6ZheQ,"This ""company"" work with listed fraudsters published on the Ministry of Ontario website. BEWARE if you see this name at any time. The unfortunate thing is that you won't see their name until it is too late!! Don't do loans.",42,None,4JU-BeJbLqPB5gxyauFu3w,AN_YBXEZ-ms3fUDHvBPUHQ,"Came here with my daughter to grab milkshakes, burgers and a poutine.  The boardwalk classic burger was bland and disappointing.  The poutine and  milkshakes were good. The burger was not worth the money.  Service was good and the place was clean.",41,Restaurant,,,2020-11-09T16:04:16.421Z,2020-11-09T16:04:19.807Z,2020-11-09T16:04:18.833Z,2020-11-09T16:04:16.781Z,2020-11-09T16:04:20.491Z,2020-11-09T16:04:10.394Z,Win32,en-US,Tue Nov 10 2020 00:04:10 GMT+0800 (China Standard Time),2020-11-09T16:04:20.491Z,Restaurant,Restaurant,Restaurant,Restaurant,Restaurant,1,1,1,0,1,4
3NC6WP7WJHKBNQBIY1JOA8ZDW2SWWY,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:00+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:00+00:00,,,3FTOP5WARFOZV08SOXCP27SOJMB0JL,A1ENE99INLYD1G,Submitted,2020-11-09T15:53:13+00:00,2020-11-09T16:01:38+00:00,2020-11-16T16:01:38+00:00,,,,505,0% (0/0),0% (0/0),0% (0/0),OXId-l4KhvJEe9C_qbN55w,8vq9tnnH5qvnbBdeXYBJyw,The wraps are incredible. I used to live across the street from York University and would go there from time to time. Now I live downtown and still make occasional trips up. They are worth every bit of time it takes to get there. <br/><br/>You won't regret it!,49,Restaurant,CKe6cJptCVr2GsGW3yAwYg,QqOE2nXspJLb2Wib5JFYFw,"Great location. Nice apartment. But the smokers! I cannot enjoy my balcony and view because the neighbors stand out there for hours smoking! Same at the pool, which is not heated and quite small. Not really pet friendly even though you can have them.",44,None,XGHOhwGqTWuPX0rJ8_vjiQ,k3ncs7T2cHo1GGUgg1KIeg,YES! As good as it get. I have used Pete The Plumber a few times from years back. I am very certified with the service and how knowledgeable the staff are and honest.<br/>Good recommendation... Work done right and on time. Price is reasonable. I will use them again if I need to...,53,None,xNI5W9TggIbNQ_jjmp2QEg,XNdrlPbsSa1EL-n_i020kg,"I've been to Noir a few times, and it's great. Beautiful space. There's a variety of food and excellent coffee and teas.  A few growing pains perhaps, but a hug addition to the hood. Check them out. Free wifi is a bonus.",45,None,HQbI5xc2M4AA9jdzQ3KoIg,slC8QXCwyWSnA-9Ms7NrEA,I've been a client of Brittany's for about 5 years now!! She took me from dark from to platinum blonde in about 3 visits. I will trust her with my hair for the rest of my life! I would recommend her to anyone :),45,None,,,2020-11-09T16:01:26.518Z,2020-11-09T16:01:32.485Z,2020-11-09T16:01:37.749Z,2020-11-09T16:01:18.806Z,2020-11-09T16:01:21.701Z,2020-11-09T15:53:13.694Z,Win32,en-US,Mon Nov 09 2020 10:53:13 GMT-0500 (Eastern Standard Time),2020-11-09T16:01:37.749Z,Restaurant,None,None,Restaurant,None,1,1,1,0,1,4
31KSVEGZ34S6FUUWZ79IN9RW4NDRWQ,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:04+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:04+00:00,,,37M28K1J0QDVWD6AGZ9IRD41S8NAJM,A1ENE99INLYD1G,Submitted,2020-11-09T15:52:31+00:00,2020-11-09T15:56:44+00:00,2020-11-16T15:56:44+00:00,,,,253,0% (0/0),0% (0/0),0% (0/0),a7i-4yTD38V3sMMBjJsTPQ,bsDDruIJ-b5d8M0QtFyDxw,"Dr. Moretsky performed my lasik surgery in 2006 and I still have 20/20 vision ten years later.  I did much research before having this surgery done, and wanted to go to the best.  Never had issues with the office staff here.",42,None,n1xNR956AFs-edsf5pccsQ,f1aiuS43bRV1sqGTMlLRWQ,"I thought this pizza was great! Thin, crispy crust and a good amount of toppings. Lots of cheese was a plus. I got a 12"" cheese, mushroom, and green bell pepper. The toppings were fresh and delicious--will definitely be coming back!",42,Restaurant,m4s7IldKB-bWY7nyC_nRww,M3qGXhMvGT786Az2kxvNIQ,"To be honest, not the best salon I've been to. The only one that I think does nails properly is Jenny (I think that's her name). The man is so rude, he doesn't acknowledge you when you're asking a question, he rushes his work and he's rough.",52,None,PIaOUvwZwD9WCaScywcGtQ,TRjwF89-pi0g9glNyxk1zQ,I have had the opposite experience of the other reviewer. I find the employees to be very helpful and always friendly and fun. They have a decent wine selection and they are open to ordering just about anything you ask for. <br/><br/>Having a drive through window makes this a 4 star joint to get your booze from!,57,None,SSqdhRS4B7M5XvJZBraelA,dcZOgdh8vDxe0HUR4uNVZw,I asked them to run my insurance first to avoid a 40 min and drive and they assured me it would be fine. Low and behold I'm out of network. Don't waste your time with this lazy office staff. Horrible experience,43,None,,,2020-11-09T15:56:41.351Z,2020-11-09T15:56:44.062Z,2020-11-09T15:56:38.990Z,2020-11-09T15:56:35.206Z,2020-11-09T15:56:31.799Z,2020-11-09T15:52:32.023Z,Win32,en-US,Mon Nov 09 2020 10:52:32 GMT-0500 (Eastern Standard Time),2020-11-09T15:56:44.062Z,None,Restaurant,None,None,None,1,1,1,1,1,5
3UYRNV2KITZAAV6M8XCV09J0LJLN8J,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:00+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:00+00:00,,,32ZKVD547FNPU99DJSHR6H7IEUP3B3,A1VPJFCJDIXGW7,Submitted,2020-11-09T16:03:54+00:00,2020-11-09T16:13:41+00:00,2020-11-16T16:13:41+00:00,,,,587,0% (0/0),0% (0/0),0% (0/0),T-HtuwUT7c1knv1Xincb1g,KXITXbKuE60WSUDs7NZVLQ,"Outstanding service, outstanding food, super ambience, and the atmosphere was just right.<br/>The candied bacon is incredible. Have some.<br/>Shocked that they have Hakusu Scotch. Rare, and fine.<br/>Filet minon-superb.<br/>WHITE CHOCOLATE MALASSADAS are decadent and incredibly light/fluffy.<br/><br/>Looking forward to returning.",44,Restaurant,5BgGcLk0NrlmocoWtf-Lqw,wCtU6XrWlz_BVPESKvIekQ,"I read the reviews and was excited to try... I have been to this place 4 different times and they were closed every time. The gas station has always stated they don't know why they aren't open but, they should be....",43,Restaurant,CjQ7jjZcuHvRzn9CF_frng,BAiE5rHacP_zhL6J3xTlhQ,This place is a awesome laundromat and I highly recommend visiting. Ken is awesome and very accommodating with assisting with laundry and watching them while you go look around. My hotel is at the Monville downtown and this place is only 0.7 miles away from downtown hotels.,48,None,oDsp1vdSFuYTLVwf-l6r-w,sH0bSXlK8A0GIj5b0I9SfA,Did a prime example of excellence for carpet cleaning at a affordable price. And even took all the pee stains from the carpet. Which was an extra price. But still a price you can't beat. If you want excellence. Hire these guys.,43,None,zbfKVXG9EPiDEhFwi4obNQ,cUowzBUrVnWdg1WC52GBpw,I love that this theater is close and that they have the Monday night $5 movie night. I do think they need to upgrade their projectors. Feel like my tv screen at home is nicer.. Other then that great people with great prices.,43,None,,,2020-11-09T16:12:34.237Z,2020-11-09T16:12:57.605Z,2020-11-09T16:13:06.452Z,2020-11-09T16:13:39.300Z,2020-11-09T16:13:34.069Z,2020-11-09T16:12:17.369Z,Win32,en-GB,Mon Nov 09 2020 21:42:17 GMT+0530 (India Standard Time),2020-11-09T16:13:39.300Z,Restaurant,None,Restaurant,None,Restaurant,1,0,0,1,0,2
3L84EBDQ372TXQNKK9HIYMBNMOAKKU,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:52:03+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:52:03+00:00,,,3NG53N1RLVJDZ0GTEEUOSIKIBJTP8X,A1DMXEJGJY02E1,Submitted,2020-11-09T15:54:29+00:00,2020-11-09T15:56:28+00:00,2020-11-16T15:56:28+00:00,,,,119,0% (0/0),0% (0/0),0% (0/0),JA93uEIJTsF5euwe1dg6xw,fNPJfVx-2GW99K7_qDMq7A,"I'm really sick and tired of this McDonald's location. They constantly serve people uncooked, burned or rushed food. This morning my boyfriend went to get us breakfast sandwich's one with eggs just to find a little surprise as he was chewing. Yes an egg shell!! Please re coach your staff!!",53,Restaurant,KIKVJ5sEr8EDFjYm90SX5w,ULal0f1dNssTu6LKG9BL1w,Today I remembered why I don't always like coming here. There is a male employee who plays his music LOUD through a portable speaker and at the same time changes all the channels on the tv from the 24 hour news channel to what he wants. So disrespectful!!,49,None,MOn8YpUhdMYdVdkc5u97fg,li3oGaNErd49mI2OpxZN2g,"Absolutely horrible woman! Would never recommend to anyone. She is condescending, cruel, and insensitive. Have yet to ever read a remotely positive review about her on any site. Believe what you've read and do not give her your money!!",40,None,dKfQOAJQWnikZJqTQ2okMQ,Js68OHLgWZukv7xJ3UEhkg,You're average (& in my opinion above average) run of the mill Urban Outfitters. Great location. Staff has been great when I've been in. Great clothes at a price you'd expect for this type of store. They're not ripping you off by similar store standards.  Great spot to shop.,52,None,1Sa5baIQVvH95VHyFG2syA,dRQDxFyuMLj_5eOMlDyi4w,I have been a patient here for about 2 years.  Dr. Payne and his team are top notch.  The quality of service is great as well as the customer service.  I have never had any issues with them and highly recommend them.,42,None,,,2020-11-09T15:56:21.659Z,2020-11-09T15:56:19.859Z,2020-11-09T15:56:24.939Z,2020-11-09T15:56:10.787Z,2020-11-09T15:56:26.988Z,2020-11-09T15:54:33.171Z,Win32,en-US,Mon Nov 09 2020 10:54:33 GMT-0500 (Eastern Standard Time),2020-11-09T15:56:26.988Z,Restaurant,None,None,None,None,1,1,1,1,1,5
